kind,warehouse_code,warehouse_name,scan_prefix,zone,shelf,bin,zone_scan,shelf_scan,bin_scan,product_sku,qty,source
bin,STR,Stock Room,STR,H,S157,03,STR.H,STR.HS157,STR.HS157.03,,0,bin
bin,STR,Stock Room,STR,H,S157,04,STR.H,STR.HS157,STR.HS157.04,,0,bin
bin,STR,Stock Room,STR,H,S182,01,STR.H,STR.HS182,STR.HS182.01,,0,bin
bin,STR,Stock Room,STR,H,S182,02,STR.H,STR.HS182,STR.HS182.02,,0,bin
bin,STR,Stock Room,STR,H,S182,03,STR.H,STR.HS182,STR.HS182.03,,0,bin
bin,STR,Stock Room,STR,H,S182,04,STR.H,STR.HS182,STR.HS182.04,,0,bin
bin,STR,Stock Room,STR,H,S207,01,STR.H,STR.HS207,STR.HS207.01,,0,bin
bin,STR,Stock Room,STR,H,S207,02,STR.H,STR.HS207,STR.HS207.02,,0,bin
bin,STR,Stock Room,STR,H,S207,03,STR.H,STR.HS207,STR.HS207.03,,0,bin
bin,STR,Stock Room,STR,H,S207,04,STR.H,STR.HS207,STR.HS207.04,,0,bin
bin,STR,Stock Room,STR,I,S022,01,STR.I,STR.IS022,STR.IS022.01,,0,bin
bin,STR,Stock Room,STR,I,S022,02,STR.I,STR.IS022,STR.IS022.02,,0,bin
bin,STR,Stock Room,STR,I,S022,03,STR.I,STR.IS022,STR.IS022.03,,0,bin
bin,STR,Stock Room,STR,I,S022,04,STR.I,STR.IS022,STR.IS022.04,,0,bin
bin,STR,Stock Room,STR,I,S047,01,STR.I,STR.IS047,STR.IS047.01,,0,bin
bin,STR,Stock Room,STR,I,S047,02,STR.I,STR.IS047,STR.IS047.02,,0,bin
bin,STR,Stock Room,STR,I,S047,03,STR.I,STR.IS047,STR.IS047.03,,0,bin
bin,STR,Stock Room,STR,I,S047,04,STR.I,STR.IS047,STR.IS047.04,,0,bin
bin,STR,Stock Room,STR,I,S072,01,STR.I,STR.IS072,STR.IS072.01,,0,bin
bin,STR,Stock Room,STR,I,S072,02,STR.I,STR.IS072,STR.IS072.02,,0,bin
bin,STR,Stock Room,STR,I,S072,03,STR.I,STR.IS072,STR.IS072.03,,0,bin
bin,STR,Stock Room,STR,I,S072,04,STR.I,STR.IS072,STR.IS072.04,,0,bin
bin,STR,Stock Room,STR,I,S097,01,STR.I,STR.IS097,STR.IS097.01,,0,bin
bin,STR,Stock Room,STR,I,S097,02,STR.I,STR.IS097,STR.IS097.02,,0,bin
bin,STR,Stock Room,STR,I,S097,03,STR.I,STR.IS097,STR.IS097.03,,0,bin
bin,STR,Stock Room,STR,I,S097,04,STR.I,STR.IS097,STR.IS097.04,,0,bin
bin,STR,Stock Room,STR,I,S122,01,STR.I,STR.IS122,STR.IS122.01,,0,bin
bin,STR,Stock Room,STR,I,S122,02,STR.I,STR.IS122,STR.IS122.02,,0,bin
bin,STR,Stock Room,STR,I,S122,03,STR.I,STR.IS122,STR.IS122.03,,0,bin
bin,STR,Stock Room,STR,I,S122,04,STR.I,STR.IS122,STR.IS122.04,,0,bin
bin,STR,Stock Room,STR,I,S147,01,STR.I,STR.IS147,STR.IS147.01,,0,bin
bin,STR,Stock Room,STR,I,S147,02,STR.I,STR.IS147,STR.IS147.02,,0,bin
bin,STR,Stock Room,STR,I,S147,03,STR.I,STR.IS147,STR.IS147.03,,0,bin
bin,STR,Stock Room,STR,I,S147,04,STR.I,STR.IS147,STR.IS147.04,,0,bin
bin,STR,Stock Room,STR,I,S172,01,STR.I,STR.IS172,STR.IS172.01,,0,bin
bin,STR,Stock Room,STR,I,S172,02,STR.I,STR.IS172,STR.IS172.02,,0,bin
bin,STR,Stock Room,STR,I,S172,03,STR.I,STR.IS172,STR.IS172.03,,0,bin
bin,STR,Stock Room,STR,I,S172,04,STR.I,STR.IS172,STR.IS172.04,,0,bin
bin,STR,Stock Room,STR,I,S197,01,STR.I,STR.IS197,STR.IS197.01,,0,bin
bin,STR,Stock Room,STR,I,S197,02,STR.I,STR.IS197,STR.IS197.02,,0,bin
bin,STR,Stock Room,STR,I,S197,03,STR.I,STR.IS197,STR.IS197.03,,0,bin
bin,STR,Stock Room,STR,I,S197,04,STR.I,STR.IS197,STR.IS197.04,,0,bin
bin,STR,Stock Room,STR,J,S025,01,STR.J,STR.JS025,STR.JS025.01,,0,bin
bin,STR,Stock Room,STR,J,S025,02,STR.J,STR.JS025,STR.JS025.02,,0,bin
bin,STR,Stock Room,STR,J,S025,03,STR.J,STR.JS025,STR.JS025.03,,0,bin
bin,STR,Stock Room,STR,J,S025,04,STR.J,STR.JS025,STR.JS025.04,,0,bin
bin,STR,Stock Room,STR,J,S050,01,STR.J,STR.JS050,STR.JS050.01,,0,bin
bin,STR,Stock Room,STR,J,S050,02,STR.J,STR.JS050,STR.JS050.02,,0,bin
bin,STR,Stock Room,STR,J,S050,03,STR.J,STR.JS050,STR.JS050.03,,0,bin
bin,STR,Stock Room,STR,J,S050,04,STR.J,STR.JS050,STR.JS050.04,,0,bin
bin,STR,Stock Room,STR,J,S075,01,STR.J,STR.JS075,STR.JS075.01,,0,bin
bin,STR,Stock Room,STR,J,S075,02,STR.J,STR.JS075,STR.JS075.02,,0,bin
bin,STR,Stock Room,STR,J,S075,03,STR.J,STR.JS075,STR.JS075.03,,0,bin
bin,STR,Stock Room,STR,J,S075,04,STR.J,STR.JS075,STR.JS075.04,,0,bin
bin,STR,Stock Room,STR,J,S100,01,STR.J,STR.JS100,STR.JS100.01,,0,bin
bin,STR,Stock Room,STR,J,S100,02,STR.J,STR.JS100,STR.JS100.02,,0,bin
bin,STR,Stock Room,STR,J,S100,03,STR.J,STR.JS100,STR.JS100.03,,0,bin
bin,STR,Stock Room,STR,J,S100,04,STR.J,STR.JS100,STR.JS100.04,,0,bin
bin,STR,Stock Room,STR,J,S125,01,STR.J,STR.JS125,STR.JS125.01,,0,bin
bin,STR,Stock Room,STR,J,S125,02,STR.J,STR.JS125,STR.JS125.02,,0,bin
bin,STR,Stock Room,STR,J,S125,03,STR.J,STR.JS125,STR.JS125.03,,0,bin
bin,STR,Stock Room,STR,J,S125,04,STR.J,STR.JS125,STR.JS125.04,,0,bin
bin,STR,Stock Room,STR,J,S150,01,STR.J,STR.JS150,STR.JS150.01,,0,bin
bin,STR,Stock Room,STR,J,S150,02,STR.J,STR.JS150,STR.JS150.02,,0,bin
bin,STR,Stock Room,STR,J,S150,03,STR.J,STR.JS150,STR.JS150.03,,0,bin
bin,STR,Stock Room,STR,J,S150,04,STR.J,STR.JS150,STR.JS150.04,,0,bin
bin,STR,Stock Room,STR,J,S175,01,STR.J,STR.JS175,STR.JS175.01,,0,bin
bin,STR,Stock Room,STR,J,S175,02,STR.J,STR.JS175,STR.JS175.02,,0,bin
bin,STR,Stock Room,STR,J,S175,03,STR.J,STR.JS175,STR.JS175.03,,0,bin
bin,STR,Stock Room,STR,J,S175,04,STR.J,STR.JS175,STR.JS175.04,,0,bin
bin,STR,Stock Room,STR,J,S200,01,STR.J,STR.JS200,STR.JS200.01,,0,bin
bin,STR,Stock Room,STR,J,S200,02,STR.J,STR.JS200,STR.JS200.02,,0,bin
bin,STR,Stock Room,STR,J,S200,03,STR.J,STR.JS200,STR.JS200.03,,0,bin
bin,STR,Stock Room,STR,J,S200,04,STR.J,STR.JS200,STR.JS200.04,,0,bin
bin,STR,Stock Room,STR,K,S023,01,STR.K,STR.KS023,STR.KS023.01,,0,bin
bin,STR,Stock Room,STR,K,S023,02,STR.K,STR.KS023,STR.KS023.02,,0,bin
bin,STR,Stock Room,STR,K,S023,03,STR.K,STR.KS023,STR.KS023.03,,0,bin
bin,STR,Stock Room,STR,K,S023,04,STR.K,STR.KS023,STR.KS023.04,,0,bin
bin,STR,Stock Room,STR,K,S048,01,STR.K,STR.KS048,STR.KS048.01,,0,bin
bin,STR,Stock Room,STR,K,S048,02,STR.K,STR.KS048,STR.KS048.02,,0,bin
bin,STR,Stock Room,STR,K,S048,03,STR.K,STR.KS048,STR.KS048.03,,0,bin
bin,STR,Stock Room,STR,K,S048,04,STR.K,STR.KS048,STR.KS048.04,,0,bin
bin,STR,Stock Room,STR,K,S073,01,STR.K,STR.KS073,STR.KS073.01,,0,bin
bin,STR,Stock Room,STR,K,S073,02,STR.K,STR.KS073,STR.KS073.02,,0,bin
bin,STR,Stock Room,STR,K,S073,03,STR.K,STR.KS073,STR.KS073.03,,0,bin
bin,STR,Stock Room,STR,K,S073,04,STR.K,STR.KS073,STR.KS073.04,,0,bin
bin,STR,Stock Room,STR,K,S098,01,STR.K,STR.KS098,STR.KS098.01,,0,bin
bin,STR,Stock Room,STR,K,S098,02,STR.K,STR.KS098,STR.KS098.02,,0,bin
bin,STR,Stock Room,STR,K,S098,03,STR.K,STR.KS098,STR.KS098.03,,0,bin
bin,STR,Stock Room,STR,K,S098,04,STR.K,STR.KS098,STR.KS098.04,,0,bin
bin,STR,Stock Room,STR,K,S123,01,STR.K,STR.KS123,STR.KS123.01,,0,bin
bin,STR,Stock Room,STR,K,S123,02,STR.K,STR.KS123,STR.KS123.02,,0,bin
bin,STR,Stock Room,STR,K,S123,03,STR.K,STR.KS123,STR.KS123.03,,0,bin
bin,STR,Stock Room,STR,K,S123,04,STR.K,STR.KS123,STR.KS123.04,,0,bin
bin,STR,Stock Room,STR,K,S148,01,STR.K,STR.KS148,STR.KS148.01,,0,bin
bin,STR,Stock Room,STR,K,S148,02,STR.K,STR.KS148,STR.KS148.02,,0,bin
bin,STR,Stock Room,STR,K,S148,03,STR.K,STR.KS148,STR.KS148.03,,0,bin
bin,STR,Stock Room,STR,K,S148,04,STR.K,STR.KS148,STR.KS148.04,,0,bin
bin,STR,Stock Room,STR,K,S173,01,STR.K,STR.KS173,STR.KS173.01,,0,bin
bin,STR,Stock Room,STR,K,S173,02,STR.K,STR.KS173,STR.KS173.02,,0,bin
bin,STR,Stock Room,STR,K,S173,03,STR.K,STR.KS173,STR.KS173.03,,0,bin
bin,STR,Stock Room,STR,K,S173,04,STR.K,STR.KS173,STR.KS173.04,,0,bin
bin,STR,Stock Room,STR,K,S198,01,STR.K,STR.KS198,STR.KS198.01,,0,bin
bin,STR,Stock Room,STR,K,S198,02,STR.K,STR.KS198,STR.KS198.02,,0,bin
bin,STR,Stock Room,STR,K,S198,03,STR.K,STR.KS198,STR.KS198.03,,0,bin
bin,STR,Stock Room,STR,K,S198,04,STR.K,STR.KS198,STR.KS198.04,,0,bin
bin,STR,Stock Room,STR,L,S009,01,STR.L,STR.LS009,STR.LS009.01,,0,bin
bin,STR,Stock Room,STR,L,S009,02,STR.L,STR.LS009,STR.LS009.02,,0,bin
bin,STR,Stock Room,STR,L,S009,03,STR.L,STR.LS009,STR.LS009.03,,0,bin
bin,STR,Stock Room,STR,L,S009,04,STR.L,STR.LS009,STR.LS009.04,,0,bin
bin,STR,Stock Room,STR,L,S034,01,STR.L,STR.LS034,STR.LS034.01,,0,bin
bin,STR,Stock Room,STR,L,S034,02,STR.L,STR.LS034,STR.LS034.02,,0,bin
bin,STR,Stock Room,STR,L,S034,03,STR.L,STR.LS034,STR.LS034.03,,0,bin
bin,STR,Stock Room,STR,L,S034,04,STR.L,STR.LS034,STR.LS034.04,,0,bin
bin,STR,Stock Room,STR,L,S059,01,STR.L,STR.LS059,STR.LS059.01,,0,bin
bin,STR,Stock Room,STR,L,S059,02,STR.L,STR.LS059,STR.LS059.02,,0,bin
bin,STR,Stock Room,STR,L,S059,03,STR.L,STR.LS059,STR.LS059.03,,0,bin
bin,STR,Stock Room,STR,L,S059,04,STR.L,STR.LS059,STR.LS059.04,,0,bin
bin,STR,Stock Room,STR,L,S084,01,STR.L,STR.LS084,STR.LS084.01,,0,bin
bin,STR,Stock Room,STR,L,S084,02,STR.L,STR.LS084,STR.LS084.02,,0,bin
bin,STR,Stock Room,STR,L,S084,03,STR.L,STR.LS084,STR.LS084.03,,0,bin
bin,STR,Stock Room,STR,L,S084,04,STR.L,STR.LS084,STR.LS084.04,,0,bin
bin,STR,Stock Room,STR,L,S109,01,STR.L,STR.LS109,STR.LS109.01,,0,bin
bin,STR,Stock Room,STR,L,S109,02,STR.L,STR.LS109,STR.LS109.02,,0,bin
bin,STR,Stock Room,STR,L,S109,03,STR.L,STR.LS109,STR.LS109.03,,0,bin
bin,STR,Stock Room,STR,L,S109,04,STR.L,STR.LS109,STR.LS109.04,,0,bin
bin,STR,Stock Room,STR,L,S134,01,STR.L,STR.LS134,STR.LS134.01,,0,bin
bin,STR,Stock Room,STR,L,S134,02,STR.L,STR.LS134,STR.LS134.02,,0,bin
bin,STR,Stock Room,STR,L,S134,03,STR.L,STR.LS134,STR.LS134.03,,0,bin
bin,STR,Stock Room,STR,L,S134,04,STR.L,STR.LS134,STR.LS134.04,,0,bin
bin,STR,Stock Room,STR,L,S159,01,STR.L,STR.LS159,STR.LS159.01,,0,bin
bin,STR,Stock Room,STR,L,S159,02,STR.L,STR.LS159,STR.LS159.02,,0,bin
bin,STR,Stock Room,STR,L,S159,03,STR.L,STR.LS159,STR.LS159.03,,0,bin
bin,STR,Stock Room,STR,L,S159,04,STR.L,STR.LS159,STR.LS159.04,,0,bin
bin,STR,Stock Room,STR,L,S184,01,STR.L,STR.LS184,STR.LS184.01,,0,bin
bin,STR,Stock Room,STR,L,S184,02,STR.L,STR.LS184,STR.LS184.02,,0,bin
bin,STR,Stock Room,STR,L,S184,03,STR.L,STR.LS184,STR.LS184.03,,0,bin
bin,STR,Stock Room,STR,L,S184,04,STR.L,STR.LS184,STR.LS184.04,,0,bin
bin,STR,Stock Room,STR,LINE,01,01,Z.STR.LINE,STR.LINE.01,STR.LINE.01.01,,0,bin
bin,STR,Stock Room,STR,M,S010,01,STR.M,STR.MS010,STR.MS010.01,,0,bin
bin,STR,Stock Room,STR,M,S010,02,STR.M,STR.MS010,STR.MS010.02,,0,bin
bin,STR,Stock Room,STR,M,S010,03,STR.M,STR.MS010,STR.MS010.03,,0,bin
bin,STR,Stock Room,STR,M,S010,04,STR.M,STR.MS010,STR.MS010.04,,0,bin
bin,STR,Stock Room,STR,M,S035,01,STR.M,STR.MS035,STR.MS035.01,,0,bin
bin,STR,Stock Room,STR,M,S035,02,STR.M,STR.MS035,STR.MS035.02,,0,bin
bin,STR,Stock Room,STR,M,S035,03,STR.M,STR.MS035,STR.MS035.03,,0,bin
bin,STR,Stock Room,STR,M,S035,04,STR.M,STR.MS035,STR.MS035.04,,0,bin
bin,STR,Stock Room,STR,M,S060,01,STR.M,STR.MS060,STR.MS060.01,,0,bin
bin,STR,Stock Room,STR,M,S060,02,STR.M,STR.MS060,STR.MS060.02,,0,bin
bin,STR,Stock Room,STR,M,S060,03,STR.M,STR.MS060,STR.MS060.03,,0,bin
bin,STR,Stock Room,STR,M,S060,04,STR.M,STR.MS060,STR.MS060.04,,0,bin
bin,STR,Stock Room,STR,M,S085,01,STR.M,STR.MS085,STR.MS085.01,,0,bin
bin,STR,Stock Room,STR,M,S085,02,STR.M,STR.MS085,STR.MS085.02,,0,bin
bin,STR,Stock Room,STR,M,S085,03,STR.M,STR.MS085,STR.MS085.03,,0,bin
bin,STR,Stock Room,STR,M,S085,04,STR.M,STR.MS085,STR.MS085.04,,0,bin
bin,STR,Stock Room,STR,M,S110,01,STR.M,STR.MS110,STR.MS110.01,,0,bin
bin,STR,Stock Room,STR,M,S110,02,STR.M,STR.MS110,STR.MS110.02,,0,bin
bin,STR,Stock Room,STR,M,S110,03,STR.M,STR.MS110,STR.MS110.03,,0,bin
bin,STR,Stock Room,STR,M,S110,04,STR.M,STR.MS110,STR.MS110.04,,0,bin
bin,STR,Stock Room,STR,M,S135,01,STR.M,STR.MS135,STR.MS135.01,,0,bin
bin,STR,Stock Room,STR,M,S135,02,STR.M,STR.MS135,STR.MS135.02,,0,bin
bin,STR,Stock Room,STR,M,S135,03,STR.M,STR.MS135,STR.MS135.03,,0,bin
bin,STR,Stock Room,STR,M,S135,04,STR.M,STR.MS135,STR.MS135.04,,0,bin
bin,STR,Stock Room,STR,M,S160,01,STR.M,STR.MS160,STR.MS160.01,,0,bin
bin,STR,Stock Room,STR,M,S160,02,STR.M,STR.MS160,STR.MS160.02,,0,bin
bin,STR,Stock Room,STR,M,S160,03,STR.M,STR.MS160,STR.MS160.03,,0,bin
bin,STR,Stock Room,STR,M,S160,04,STR.M,STR.MS160,STR.MS160.04,,0,bin
bin,STR,Stock Room,STR,M,S185,01,STR.M,STR.MS185,STR.MS185.01,,0,bin
bin,STR,Stock Room,STR,M,S185,02,STR.M,STR.MS185,STR.MS185.02,,0,bin
bin,STR,Stock Room,STR,M,S185,03,STR.M,STR.MS185,STR.MS185.03,,0,bin
bin,STR,Stock Room,STR,M,S185,04,STR.M,STR.MS185,STR.MS185.04,,0,bin
bin,STR,Stock Room,STR,N,S012,01,STR.N,STR.NS012,STR.NS012.01,,0,bin
bin,STR,Stock Room,STR,N,S012,02,STR.N,STR.NS012,STR.NS012.02,,0,bin
bin,STR,Stock Room,STR,N,S012,03,STR.N,STR.NS012,STR.NS012.03,,0,bin
bin,STR,Stock Room,STR,N,S012,04,STR.N,STR.NS012,STR.NS012.04,,0,bin
bin,STR,Stock Room,STR,N,S037,01,STR.N,STR.NS037,STR.NS037.01,,0,bin
bin,STR,Stock Room,STR,N,S037,02,STR.N,STR.NS037,STR.NS037.02,,0,bin
bin,STR,Stock Room,STR,N,S037,03,STR.N,STR.NS037,STR.NS037.03,,0,bin
bin,STR,Stock Room,STR,N,S037,04,STR.N,STR.NS037,STR.NS037.04,,0,bin
bin,STR,Stock Room,STR,N,S062,01,STR.N,STR.NS062,STR.NS062.01,,0,bin
bin,STR,Stock Room,STR,N,S062,02,STR.N,STR.NS062,STR.NS062.02,,0,bin
bin,STR,Stock Room,STR,N,S062,03,STR.N,STR.NS062,STR.NS062.03,,0,bin
bin,STR,Stock Room,STR,N,S062,04,STR.N,STR.NS062,STR.NS062.04,,0,bin
bin,STR,Stock Room,STR,N,S087,01,STR.N,STR.NS087,STR.NS087.01,,0,bin
bin,STR,Stock Room,STR,N,S087,02,STR.N,STR.NS087,STR.NS087.02,,0,bin
bin,STR,Stock Room,STR,N,S087,03,STR.N,STR.NS087,STR.NS087.03,,0,bin
bin,STR,Stock Room,STR,N,S087,04,STR.N,STR.NS087,STR.NS087.04,,0,bin
bin,STR,Stock Room,STR,N,S112,01,STR.N,STR.NS112,STR.NS112.01,,0,bin
bin,STR,Stock Room,STR,N,S112,02,STR.N,STR.NS112,STR.NS112.02,,0,bin
bin,STR,Stock Room,STR,N,S112,03,STR.N,STR.NS112,STR.NS112.03,,0,bin
bin,STR,Stock Room,STR,N,S112,04,STR.N,STR.NS112,STR.NS112.04,,0,bin
bin,STR,Stock Room,STR,N,S137,01,STR.N,STR.NS137,STR.NS137.01,,0,bin
bin,STR,Stock Room,STR,N,S137,02,STR.N,STR.NS137,STR.NS137.02,,0,bin
bin,STR,Stock Room,STR,N,S137,03,STR.N,STR.NS137,STR.NS137.03,,0,bin
bin,STR,Stock Room,STR,N,S137,04,STR.N,STR.NS137,STR.NS137.04,,0,bin
bin,STR,Stock Room,STR,N,S162,01,STR.N,STR.NS162,STR.NS162.01,,0,bin
bin,STR,Stock Room,STR,N,S162,02,STR.N,STR.NS162,STR.NS162.02,,0,bin
bin,STR,Stock Room,STR,N,S162,03,STR.N,STR.NS162,STR.NS162.03,,0,bin
bin,STR,Stock Room,STR,N,S162,04,STR.N,STR.NS162,STR.NS162.04,,0,bin
bin,STR,Stock Room,STR,N,S187,01,STR.N,STR.NS187,STR.NS187.01,,0,bin
bin,STR,Stock Room,STR,N,S187,02,STR.N,STR.NS187,STR.NS187.02,,0,bin
bin,STR,Stock Room,STR,N,S187,03,STR.N,STR.NS187,STR.NS187.03,,0,bin
bin,STR,Stock Room,STR,N,S187,04,STR.N,STR.NS187,STR.NS187.04,,0,bin
bin,STR,Stock Room,STR,O,S020,01,STR.O,STR.OS020,STR.OS020.01,,0,bin
bin,STR,Stock Room,STR,O,S020,02,STR.O,STR.OS020,STR.OS020.02,,0,bin
bin,STR,Stock Room,STR,O,S020,03,STR.O,STR.OS020,STR.OS020.03,,0,bin
bin,STR,Stock Room,STR,O,S020,04,STR.O,STR.OS020,STR.OS020.04,,0,bin
bin,STR,Stock Room,STR,O,S045,01,STR.O,STR.OS045,STR.OS045.01,,0,bin
bin,STR,Stock Room,STR,O,S045,02,STR.O,STR.OS045,STR.OS045.02,,0,bin
bin,STR,Stock Room,STR,O,S045,03,STR.O,STR.OS045,STR.OS045.03,,0,bin
bin,STR,Stock Room,STR,O,S045,04,STR.O,STR.OS045,STR.OS045.04,,0,bin
bin,STR,Stock Room,STR,O,S070,01,STR.O,STR.OS070,STR.OS070.01,,0,bin
bin,STR,Stock Room,STR,O,S070,02,STR.O,STR.OS070,STR.OS070.02,,0,bin
bin,STR,Stock Room,STR,O,S070,03,STR.O,STR.OS070,STR.OS070.03,,0,bin
bin,STR,Stock Room,STR,O,S070,04,STR.O,STR.OS070,STR.OS070.04,,0,bin
bin,STR,Stock Room,STR,O,S095,01,STR.O,STR.OS095,STR.OS095.01,,0,bin
bin,STR,Stock Room,STR,O,S095,02,STR.O,STR.OS095,STR.OS095.02,,0,bin
bin,STR,Stock Room,STR,O,S095,03,STR.O,STR.OS095,STR.OS095.03,,0,bin
bin,STR,Stock Room,STR,O,S095,04,STR.O,STR.OS095,STR.OS095.04,,0,bin
bin,STR,Stock Room,STR,O,S120,01,STR.O,STR.OS120,STR.OS120.01,,0,bin
bin,STR,Stock Room,STR,O,S120,02,STR.O,STR.OS120,STR.OS120.02,,0,bin
bin,STR,Stock Room,STR,O,S120,03,STR.O,STR.OS120,STR.OS120.03,,0,bin
bin,STR,Stock Room,STR,O,S120,04,STR.O,STR.OS120,STR.OS120.04,,0,bin
bin,STR,Stock Room,STR,O,S145,01,STR.O,STR.OS145,STR.OS145.01,,0,bin
bin,STR,Stock Room,STR,O,S145,02,STR.O,STR.OS145,STR.OS145.02,,0,bin
bin,STR,Stock Room,STR,O,S145,03,STR.O,STR.OS145,STR.OS145.03,,0,bin
bin,STR,Stock Room,STR,O,S145,04,STR.O,STR.OS145,STR.OS145.04,,0,bin
bin,STR,Stock Room,STR,O,S170,01,STR.O,STR.OS170,STR.OS170.01,,0,bin
bin,STR,Stock Room,STR,O,S170,02,STR.O,STR.OS170,STR.OS170.02,,0,bin
bin,STR,Stock Room,STR,O,S170,03,STR.O,STR.OS170,STR.OS170.03,,0,bin
bin,STR,Stock Room,STR,O,S170,04,STR.O,STR.OS170,STR.OS170.04,,0,bin
bin,STR,Stock Room,STR,O,S195,01,STR.O,STR.OS195,STR.OS195.01,,0,bin
bin,STR,Stock Room,STR,O,S195,02,STR.O,STR.OS195,STR.OS195.02,,0,bin
bin,STR,Stock Room,STR,O,S195,03,STR.O,STR.OS195,STR.OS195.03,,0,bin
bin,STR,Stock Room,STR,O,S195,04,STR.O,STR.OS195,STR.OS195.04,,0,bin
bin,STR,Stock Room,STR,P,S014,01,STR.P,STR.PS014,STR.PS014.01,,0,bin
bin,STR,Stock Room,STR,P,S014,02,STR.P,STR.PS014,STR.PS014.02,,0,bin
bin,STR,Stock Room,STR,P,S014,03,STR.P,STR.PS014,STR.PS014.03,,0,bin
bin,STR,Stock Room,STR,P,S014,04,STR.P,STR.PS014,STR.PS014.04,,0,bin
bin,STR,Stock Room,STR,P,S039,01,STR.P,STR.PS039,STR.PS039.01,,0,bin
bin,STR,Stock Room,STR,P,S039,02,STR.P,STR.PS039,STR.PS039.02,,0,bin
bin,STR,Stock Room,STR,P,S039,03,STR.P,STR.PS039,STR.PS039.03,,0,bin
bin,STR,Stock Room,STR,P,S039,04,STR.P,STR.PS039,STR.PS039.04,,0,bin
bin,STR,Stock Room,STR,P,S064,01,STR.P,STR.PS064,STR.PS064.01,,0,bin
bin,STR,Stock Room,STR,P,S064,02,STR.P,STR.PS064,STR.PS064.02,,0,bin
bin,STR,Stock Room,STR,P,S064,03,STR.P,STR.PS064,STR.PS064.03,,0,bin
bin,STR,Stock Room,STR,P,S064,04,STR.P,STR.PS064,STR.PS064.04,,0,bin
bin,STR,Stock Room,STR,P,S089,01,STR.P,STR.PS089,STR.PS089.01,,0,bin
bin,STR,Stock Room,STR,P,S089,02,STR.P,STR.PS089,STR.PS089.02,,0,bin
bin,STR,Stock Room,STR,P,S089,03,STR.P,STR.PS089,STR.PS089.03,,0,bin
bin,STR,Stock Room,STR,P,S089,04,STR.P,STR.PS089,STR.PS089.04,,0,bin
bin,STR,Stock Room,STR,P,S114,01,STR.P,STR.PS114,STR.PS114.01,,0,bin
bin,STR,Stock Room,STR,P,S114,02,STR.P,STR.PS114,STR.PS114.02,,0,bin
bin,STR,Stock Room,STR,P,S114,03,STR.P,STR.PS114,STR.PS114.03,,0,bin
bin,STR,Stock Room,STR,P,S114,04,STR.P,STR.PS114,STR.PS114.04,,0,bin
bin,STR,Stock Room,STR,P,S139,01,STR.P,STR.PS139,STR.PS139.01,,0,bin
bin,STR,Stock Room,STR,P,S139,02,STR.P,STR.PS139,STR.PS139.02,,0,bin
bin,STR,Stock Room,STR,P,S139,03,STR.P,STR.PS139,STR.PS139.03,,0,bin
bin,STR,Stock Room,STR,P,S139,04,STR.P,STR.PS139,STR.PS139.04,,0,bin
bin,STR,Stock Room,STR,P,S164,01,STR.P,STR.PS164,STR.PS164.01,,0,bin
bin,STR,Stock Room,STR,P,S164,02,STR.P,STR.PS164,STR.PS164.02,,0,bin
bin,STR,Stock Room,STR,P,S164,03,STR.P,STR.PS164,STR.PS164.03,,0,bin
bin,STR,Stock Room,STR,P,S164,04,STR.P,STR.PS164,STR.PS164.04,,0,bin
bin,STR,Stock Room,STR,P,S189,01,STR.P,STR.PS189,STR.PS189.01,,0,bin
bin,STR,Stock Room,STR,P,S189,02,STR.P,STR.PS189,STR.PS189.02,,0,bin
bin,STR,Stock Room,STR,P,S189,03,STR.P,STR.PS189,STR.PS189.03,,0,bin
bin,STR,Stock Room,STR,P,S189,04,STR.P,STR.PS189,STR.PS189.04,,0,bin
bin,STR,Stock Room,STR,Q,S002,01,STR.Q,STR.QS002,STR.QS002.01,,0,bin
bin,STR,Stock Room,STR,Q,S002,02,STR.Q,STR.QS002,STR.QS002.02,,0,bin
bin,STR,Stock Room,STR,Q,S002,03,STR.Q,STR.QS002,STR.QS002.03,,0,bin
bin,STR,Stock Room,STR,Q,S002,04,STR.Q,STR.QS002,STR.QS002.04,,0,bin
bin,STR,Stock Room,STR,Q,S027,01,STR.Q,STR.QS027,STR.QS027.01,,0,bin
bin,STR,Stock Room,STR,Q,S027,02,STR.Q,STR.QS027,STR.QS027.02,,0,bin
bin,STR,Stock Room,STR,Q,S027,03,STR.Q,STR.QS027,STR.QS027.03,,0,bin
bin,STR,Stock Room,STR,Q,S027,04,STR.Q,STR.QS027,STR.QS027.04,,0,bin
bin,STR,Stock Room,STR,Q,S052,01,STR.Q,STR.QS052,STR.QS052.01,,0,bin
bin,STR,Stock Room,STR,Q,S052,02,STR.Q,STR.QS052,STR.QS052.02,,0,bin
bin,STR,Stock Room,STR,Q,S052,03,STR.Q,STR.QS052,STR.QS052.03,,0,bin
bin,STR,Stock Room,STR,Q,S052,04,STR.Q,STR.QS052,STR.QS052.04,,0,bin
bin,STR,Stock Room,STR,Q,S077,01,STR.Q,STR.QS077,STR.QS077.01,,0,bin
bin,STR,Stock Room,STR,Q,S077,02,STR.Q,STR.QS077,STR.QS077.02,,0,bin
bin,STR,Stock Room,STR,Q,S077,03,STR.Q,STR.QS077,STR.QS077.03,,0,bin
bin,STR,Stock Room,STR,Q,S077,04,STR.Q,STR.QS077,STR.QS077.04,,0,bin
